mtime,AJ,BW,CF,CM,CQ,CW,CZ,DO,DV,ER,EZ,FM,FO,GJ,HQ,IN,IR,IT,JL,JQ,JY,NP,NT,OQ,PT,PY,RW,SU,TX,TY
2021-11-01T20:35,21730,16910,18106,18311,18851,18104,19823,18745,19540,20549,20349,19206,22103,18004,23195,20270,20401,17873,22005,21269,18888,18974,16624,23021,18593,19215,20332,17261,20056,22924
2021-11-01T20:40,21846,16975,19079,21776,22212,18476,21904,22057,20128,19577,20316,19033,17781,19458,19112,19220,21566,21222,19791,22713,15568,20981,20688,17840,17250,17714,16981,17787,17878,19163
2021-11-01T20:45,16427,20230,18651,22470,17410,18824,19128,19921,21641,20966,17890,18086,19505,20003,19346,21110,20974,17644,16523,20562,18348,20439,20075,17782,20684,20688,18802,20999,17156,19104
2021-11-01T20:50,23698,17903,19934,17572,18340,20281,19407,19526,18014,19076,17805,18340,21275,17493,17991,19860,18837,19124,22194,19311,20367,19701,19091,15687,20407,21173,20687,19902,19663,19992
2021-11-01T20:55,19024,19840,21306,18893,21459,20816,20011,19250,19866,16376,21071,18696,18998,19959,19100,19386,19600,20034,19920,0,18361,22300,20814,21287,18704,17796,20392,21312,16999,18567
2021-11-01T21:00,19026,20572,21997,21802,19850,17554,17213,18211,22900,17778,19876,17034,23278,18312,21087,17337,16515,21873,19806,18283,20084,17145,16424,19258,18543,15035,19581,19175,21928,20586
2021-11-01T21:05,21088,21769,18931,18722,18555,19253,18166,19078,22686,18469,19835,17685,19564,20674,19736,20871,19782,16971,18988,17066,22429,20078,16484,19859,19582,17508,18526,18980,16249,18368
2021-11-01T21:10,17029,18518,19059,18082,18365,20755,19353,19362,18123,19903,16867,19363,20081,21069,19959,21087,18161,21892,18838,20682,22726,20276,17697,18368,18491,18918,15535,18942,19106,18979
2021-11-01T21:15,18860,18339,20661,19671,19367,17620,19621,19014,17888,20845,19858,19424,20894,18752,20039,17705,21675,0,19439,21986,15998,20366,19956,21529,18678,20900,20771,17639,21093,19202
2021-11-01T21:20,17972,20543,20518,19701,19419,20790,16505,17532,18952,17259,19010,21741,19593,18546,17709,20098,22328,18355,21271,21966,16405,18968,19053,16808,19739,21482,20623,22395,17965,20370
2021-11-01T21:25,18581,17509,18155,17411,18463,21765,19919,19199,21024,19688,17792,20219,19907,19721,21352,20873,19636,20879,20462,19665,19373,19637,18609,21655,18210,18375,20020,19240,20178,19206
2021-11-01T21:30,17741,22504,19452,18552,17827,20407,17631,20373,19158,15583,18560,17423,23103,19926,18037,17263,17097,16934,18403,18438,16929,21881,18122,17769,21260,18755,21479,18669,21348,0
2021-11-01T21:35,20220,18110,17828,18919,21019,19468,21027,18336,20457,20682,20437,22793,16873,17619,18803,20438,20994,19008,16517,19695,19676,20505,19050,22687,18640,18438,16665,17514,22974,20302
2021-11-01T21:40,19383,17682,20966,22748,18561,19235,21987,19119,21518,22299,17405,21187,19578,21126,19620,20258,19381,19856,18916,17877,18232,19689,21470,17897,18650,19475,20351,0,19492,21769
2021-11-01T21:45,16666,17731,19965,19381,17818,19981,19176,19213,19380,21459,17636,17788,17948,19853,20924,18778,20105,16442,19089,18501,21243,17043,20170,21236,16274,20177,21083,19951,18268,20128
2021-11-01T21:50,23364,19693,21239,18366,19673,18529,19201,18932,20241,17695,20014,17751,20149,18446,18109,17793,21636,21470,22141,21189,16862,21130,18900,17352,19830,18356,19611,18145,19551,19877
2021-11-01T21:55,19588,19457,17506,18161,21908,15494,22214,22083,17538,18000,20552,20994,20021,17925,21630,20236,19654,17903,20567,23736,21414,18037,20081,20298,19958,20047,19170,19618,20187,15627
2021-11-01T22:00,19102,19850,19755,19198,18866,19708,23344,18916,16699,20136,18323,21566,17675,20779,0,19592,19476,19849,18383,19725,18876,17630,20316,21117,18190,19780,18553,17375,21435,20173
2021-11-01T22:05,20205,17729,18749,19900,21486,19294,20890,18451,18628,19680,19368,16919,20860,20277,20878,18119,20665,19393,17617,16198,19269,17973,20845,20598,21326,18389,20780,20193,20003,21238
2021-11-01T22:10,19918,19685,18799,20255,18085,19207,22080,17614,19930,18612,17285,21647,20488,21899,20087,19245,21167,18571,19036,20017,21332,19326,17220,18268,20711,21013,18667,21019,22761,15916
2021-11-01T22:15,17547,21257,19456,19897,20837,22129,19540,20550,21543,17816,20328,16146,17583,16732,20986,21251,19800,17109,19349,18618,18643,20728,17732,21684,22676,21353,19073,16946,18302,18295
2021-11-01T22:20,19359,19218,21599,21268,21313,18561,18900,20154,17673,20396,21825,18559,19401,16912,21404,19675,20677,18094,18805,22283,20343,22091,16935,20339,22214,19449,16764,18218,22540,18308
2021-11-01T22:25,17431,18972,20354,19001,22446,20000,22442,19748,19892,20854,22338,20008,18423,17951,18731,22074,19342,20215,17947,17469,19742,17444,20008,18245,18846,16239,17161,17303,18528,18506
2021-11-01T22:30,20861,20683,21213,19644,21942,22719,19965,20957,20073,20904,20234,21251,20376,19999,20919,21667,17905,18584,17920,22450,17777,20678,19062,22247,23165,17239,19490,18578,20386,17007
2021-11-01T22:35,19273,21175,17695,19763,18966,18310,19307,21416,20862,19981,18506,18726,19890,18398,18720,20886,21645,19755,20928,15920,18091,19827,21170,18021,21535,21379,20079,17932,18221,17778
2021-11-01T22:40,20041,18379,21406,18956,21267,21449,17743,19753,20489,19513,22215,22280,18607,18602,21398,19203,16660,18969,20902,19224,19232,21163,19706,19538,19038,18615,20686,17913,20676,19967
2021-11-01T22:45,20892,19344,19267,17978,16512,19442,22167,20898,19130,18367,0,17262,20844,20055,18802,0,20236,19926,17034,16635,21644,19888,18959,19729,18258,19936,20635,21950,16828,16908
2021-11-01T22:50,19896,21834,19983,20046,21094,17399,20385,21276,19788,18752,18063,20089,19750,20998,22758,18160,17898,17304,21758,0,17026,18990,19550,17112,20740,21491,17660,17844,17478,17311
2021-11-01T22:55,21049,19951,19597,21905,18614,20654,20367,21112,22042,18011,20292,20640,18874,16751,18116,18381,21057,20002,21662,20701,20852,19342,20977,20389,18477,20800,22518,18399,20912,18301
2021-11-01T23:00,21449,20518,21625,17016,17897,23613,20578,17686,20052,21457,19073,20178,20846,18801,17400,21471,19958,19479,19473,20952,20464,18042,17768,17870,18696,17034,20286,20983,19703,21931
2021-11-01T23:05,20550,18512,20832,17243,18463,17777,17638,21087,18923,21171,19606,21760,18372,18527,16674,19909,19857,15937,20980,19884,18271,20168,18594,20521,17712,20100,21406,21395,20943,19440
2021-11-01T23:10,18234,23217,19293,20995,18973,16241,19889,19631,18783,17739,18231,20749,18629,20210,18419,18696,20494,20278,18912,15902,19797,21216,21326,19655,18126,21840,19127,20972,20250,16864
2021-11-01T23:15,20814,20761,18748,19616,16466,18010,19882,21169,17903,20609,17693,18174,21470,19716,18357,19256,18923,19102,19501,21113,18536,20524,22661,19342,15569,21466,17559,21255,21152,20059
2021-11-01T23:20,18438,19182,20341,19435,20711,21753,18194,15651,20886,21201,17910,19926,17179,19689,19328,19162,17883,16923,19764,19689,20984,20846,21235,18237,18739,17282,19125,17725,15587,19663
2021-11-01T23:25,19099,22384,18401,19206,22219,19077,19095,22403,19761,19291,16330,16753,20821,18879,21058,19190,20810,21117,23301,19081,18650,17026,19028,20360,17095,16302,22726,20599,21205,20260
2021-11-01T23:30,18739,20340,20234,20620,19611,19982,17972,19177,22027,19048,19222,19167,18625,18766,19379,18761,22420,18432,19217,19907,20243,19755,18252,18511,16975,20533,17189,16908,19189,19241
2021-11-01T23:35,20471,19026,19568,18533,21926,16432,21756,16046,19978,22252,18010,19108,20089,21312,16480,18049,19441,17044,18323,21573,19633,17857,21367,16211,19989,20307,20172,21235,19801,20185
2021-11-01T23:40,19502,17684,18714,18894,18720,20278,20235,19046,20823,17464,17147,21088,19379,17300,18951,21180,21336,17341,21506,19669,19633,21171,19411,17868,17994,20474,20523,18084,21305,20254
2021-11-01T23:45,20057,23015,18913,22042,20018,20435,19719,18780,18210,18996,19950,19320,20901,18685,16952,19172,15911,18414,19140,20242,20321,17894,19391,20024,19571,19338,20794,20065,20192,17495
2021-11-01T23:50,20907,18285,20567,20424,22225,20956,15846,18015,17265,20333,0,19095,18976,20519,19816,18886,18920,20082,18888,19967,15217,23062,20381,21594,20024,17632,21162,21100,18930,21040
2021-11-01T23:55,19153,17136,18593,22438,21299,18610,15025,19890,21915,18319,20628,18935,19431,21938,19408,21588,18976,20123,19760,19688,21570,20433,21844,21060,19635,22742,19374,20828,22202,17904
2021-11-02T00:00,21971,22819,21386,22078,18021,19179,18676,20959,21744,18964,17124,21257,19962,18896,22371,20314,18939,23138,17150,18119,19448,17226,18564,19392,18208,20541,21609,19542,20450,20472
2021-11-02T00:05,21171,21869,20085,18554,16936,18996,21826,16973,18535,21662,19678,17800,19972,21717,20373,22125,19754,17732,19880,19593,17511,18769,18764,20925,20713,18401,21877,21610,16985,23639
2021-11-02T00:10,18883,17800,15969,14789,18821,19135,17795,20081,17636,20913,19075,17862,19948,17225,18686,22905,20640,18338,17705,16597,20855,20798,19110,17816,21136,20136,20546,18642,18388,18908
2021-11-02T00:15,21063,19545,17118,15556,20897,20870,18360,21051,23442,19019,22267,18270,21359,19739,18873,23594,17776,19943,17862,22232,21248,21918,21147,20630,21241,19257,17050,19134,18756,18165
2021-11-02T00:20,19723,20038,18695,19490,18991,21544,21129,19030,16200,21807,16451,18554,19251,21598,19208,18636,21369,20835,21210,20745,19747,22137,22355,20127,19786,20258,20705,18146,21409,18339
2021-11-02T00:25,19385,17004,19363,20776,22649,18624,22319,22410,22463,17074,17859,20200,19093,20863,21341,21288,17553,17723,20480,21642,20170,19975,20499,19946,15924,18826,19745,19879,20908,18573
2021-11-02T00:30,20498,19511,17047,18716,20353,21813,18925,19367,21507,20146,19682,19522,20211,21667,18186,16529,20046,19980,17135,18819,18697,21150,19969,21471,21048,19141,20908,0,18779,19021
2021-11-02T00:35,18233,19249,19326,19584,16020,19866,23357,19736,18511,19946,20669,18905,18880,19075,20588,20200,21728,18891,20860,18779,17696,17982,18703,19883,19301,19536,21688,21462,19587,20240
2021-11-02T00:40,18281,16967,18723,19226,17542,17720,20952,22176,22572,21464,20024,18147,20455,19092,21619,19623,17640,21200,18302,17486,16726,23464,18922,18821,24049,16730,18766,18797,19573,22589
2021-11-02T00:45,18802,18912,20298,19696,19451,20051,18014,19748,22218,22062,18251,17952,19300,17819,22253,18016,21081,20145,20817,20129,18584,19686,21738,18568,20557,22800,19385,18407,19253,18372
2021-11-02T00:50,18474,18548,19437,20165,19809,19438,20189,19191,19300,20127,18435,19869,15867,19745,18303,16094,18455,19535,20773,20273,18044,23574,18209,18332,19117,19592,21026,20603,16974,21660
2021-11-02T00:55,21461,19477,15108,20301,17440,18968,17184,19650,21210,20709,20422,20447,17554,17516,19221,16432,20078,19311,20213,18020,19145,19318,20927,21494,18607,20682,20440,17305,17476,19211
2021-11-02T01:00,21721,21100,20483,19287,20124,22659,19003,20913,19185,16581,20024,21636,21386,20414,19287,20454,19866,21118,19619,19322,17416,16820,20747,17706,19151,18969,19404,16868,21389,22098
2021-11-02T01:05,16105,18537,19384,22316,17949,22815,15966,16728,20361,20930,17780,19913,18211,18829,17421,21038,0,21072,17265,19476,20244,20524,20840,18755,21375,19909,17000,15549,21652,21282
2021-11-02T01:10,17947,18652,21005,17616,22093,21737,20783,18292,18911,19565,19035,19339,22363,20558,17610,19939,17682,19994,19220,19149,20350,20172,22224,23041,18128,22237,18714,18234,15736,21251
2021-11-02T01:15,21556,19993,14321,20620,20995,18400,20781,20458,16463,22680,20364,20533,18931,19476,19122,18620,22680,17109,19383,18269,22479,20792,22021,18646,19159,0,18034,21126,19799,20585
2021-11-02T01:20,22567,20076,17281,20463,19360,19060,16323,19071,20113,19814,21749,21188,21273,17423,19320,19724,20013,20250,21160,20421,19288,20834,17896,19779,19671,17654,20477,20138,18023,20220
2021-11-02T01:25,17246,18242,17619,18048,17645,23249,16719,21280,19356,22016,18631,16763,21040,16954,20190,19481,20806,17910,19920,19656,22387,19209,19396,18023,21696,15419,19489,18200,21819,20134
2021-11-02T01:30,17536,19253,21529,20676,20128,17579,21133,19232,22360,19229,21638,19916,18539,18261,18692,19818,17672,19600,19225,19035,21703,18516,17453,18963,21476,20249,17056,19323,21145,18039
2021-11-02T01:35,16148,19062,20297,20118,19830,18817,21804,20698,16090,17702,17968,20782,21572,19505,18631,19723,19976,20301,19974,19482,19729,16329,18910,18794,20403,19087,20519,19493,23020,17516
2021-11-02T01:40,18956,20697,21331,17599,20296,18215,17695,20281,17952,19473,0,18099,19419,19756,20165,18920,18415,19330,20288,19942,24526,18378,17895,18272,20663,18295,21070,20161,19313,18344
2021-11-02T01:45,19102,16257,21127,19961,20413,18685,20820,16505,20598,18810,21127,15363,19014,19955,17730,19261,21861,17960,20676,19332,18378,19175,19752,18407,21534,17242,20565,18015,17327,20663
2021-11-02T01:50,20062,21632,18242,17841,20575,22286,17750,19979,18631,20389,20607,18604,19152,18756,17294,21104,22160,18658,21236,17832,19565,20131,16973,20604,21861,17712,19443,20923,0,21268
2021-11-02T01:55,20135,18946,20924,19339,22396,22571,17629,21776,18270,18994,19528,20223,19581,19171,19754,18503,20008,20399,18852,18751,18815,19783,18986,18028,23043,20266,22003,19352,18038,20115
2021-11-02T02:00,17020,21053,18001,20770,20537,21319,17001,20607,18420,18986,19986,17502,23739,21258,18901,24230,21117,19483,18683,18605,18310,19528,16100,24100,21252,18412,16717,23767,22387,19591
2021-11-02T02:05,20672,19913,19672,19113,21072,19604,20642,18094,19879,18423,18472,17315,20940,16141,18372,20583,17956,21360,20176,17861,21428,20374,20215,20929,21677,16945,19546,18213,20739,16879
2021-11-02T02:10,20319,19899,19071,18948,22028,18340,21349,22127,21855,19957,17324,18088,21586,18362,18371,17876,16969,18502,19177,19838,20419,19921,15723,18561,20002,19356,18375,20866,19549,20815
2021-11-02T02:15,19879,19092,21261,19812,19771,19894,18382,16967,21307,20467,16049,19176,19704,19059,19808,19472,19682,20239,18926,17053,17180,21147,17687,16451,21260,19785,18494,20142,19899,18666
2021-11-02T02:20,17305,19188,16378,17870,22757,16604,19345,20080,21577,19026,17900,19633,22003,20470,20803,19087,18675,18163,18970,20728,22014,20701,20576,21286,18657,19978,19609,21567,20825,17752
2021-11-02T02:25,19748,24051,17547,17197,21099,14953,17228,24303,19722,20343,16777,19271,21852,18535,16523,20968,20313,18702,18426,19334,19992,23173,22307,22846,17207,17661,21820,17150,17103,19266
2021-11-02T02:30,20726,20976,17724,19472,20123,20419,19806,18555,19525,20457,20311,20314,18827,19792,20751,19275,17152,16919,19561,20576,19075,19017,18142,18025,20888,17891,18497,18271,19929,19004
2021-11-02T02:35,17314,17874,17542,18456,21114,20492,20775,20478,18827,18917,18421,20299,20956,20018,16504,17931,18861,18913,19269,16558,18366,17789,19783,20910,17416,18702,16960,18315,21313,18620
2021-11-02T02:40,17650,17560,19559,17618,21861,16467,18297,17429,17729,18270,20085,20129,17434,17471,20008,19203,21772,20542,19638,16943,18651,21409,22631,21075,19872,19765,18330,20540,21769,17040
2021-11-02T02:45,20611,20168,21058,22339,22939,19300,20342,21993,18601,18997,20571,18192,16318,17088,19887,19737,22878,19113,20948,19106,14951,20521,17709,22694,21645,18946,21280,17252,20496,18360
2021-11-02T02:50,19251,20304,17609,20394,19532,15923,20454,19525,18278,19559,18684,18376,20797,18142,18130,19196,19552,21160,19862,20084,20046,19322,19200,20789,18273,19253,21254,20667,18397,17509
2021-11-02T02:55,18942,21822,18766,22315,16894,19255,20280,17470,20929,19377,19812,17252,22426,18352,19748,19406,19623,18913,20728,17831,17078,18406,20723,18453,21498,19843,18357,19228,19644,17814
2021-11-02T03:00,19276,17392,21268,18741,19946,19163,21425,20262,18411,21389,19552,19132,22673,19236,16150,18844,20869,19140,21650,15793,18106,20113,20725,18655,19738,17678,18609,17527,20920,21697
2021-11-02T03:05,19438,19558,20331,20593,18702,20542,15721,17459,19553,19924,17462,20230,18425,17490,17422,20844,21427,19108,19800,17772,18206,19306,17584,18449,18711,16200,20913,19680,19254,18187
2021-11-02T03:10,18811,18910,21643,17583,18677,21377,20607,19748,20398,19965,17053,19651,20183,25056,20749,18913,18799,22629,17741,19448,21356,17901,18195,20186,18544,23233,20336,17775,21175,17950
2021-11-02T03:15,19904,21946,20321,19941,17533,17309,19520,19849,18900,20658,19656,22277,20143,19514,22512,17793,19776,21286,18746,20116,16076,19160,18621,21187,19702,18939,20972,18895,20516,19648
2021-11-02T03:20,19975,20402,18628,19867,19838,22202,19109,20558,20670,18554,20264,20571,20231,18674,19967,20547,18670,17915,20247,17125,18727,19287,20690,19882,15957,19339,20291,19649,17682,20880
2021-11-02T03:25,19085,19922,20830,19300,20393,21104,17759,21536,15693,20721,21194,17198,18882,19802,18589,18318,21777,20214,19049,18952,21617,19081,21947,19797,18921,20670,20980,21552,21432,20680
2021-11-02T03:30,18408,19979,19073,20435,22487,17085,18826,20266,17584,17342,18332,19537,20365,21899,19571,22355,22021,19591,21467,17527,20538,19950,18009,18981,21255,19146,19506,17126,18607,18206
2021-11-02T03:35,19271,18527,23113,19052,15790,19523,16813,17176,19648,21817,18684,19472,20206,19122,16504,18775,17552,18832,16630,21519,18741,18256,20806,20217,19179,17540,19258,19872,19313,17898
2021-11-02T03:40,18561,18507,16981,19474,20425,18792,19579,19139,21044,19168,21274,21087,19170,20848,17450,18619,20828,18380,15556,19509,17874,21697,17608,18929,18124,20501,20567,19989,22556,16770
2021-11-02T03:45,14362,17727,18879,22216,17826,18452,20644,16236,21999,20044,21032,18926,18446,0,19919,17719,17439,20551,19086,19375,19588,21661,18816,19396,18386,19698,19992,18203,20041,19346
2021-11-02T03:50,16202,20144,19814,17347,22046,20344,19377,21990,20419,20615,21169,24011,20167,19710,20016,22410,20446,19997,19154,21227,19892,18083,17543,21035,18963,21776,21195,18135,20931,18420
2021-11-02T03:55,18093,19217,19961,23054,17329,22675,19239,18415,20144,19832,17913,19383,0,20086,19169,19955,18471,19587,20382,19488,18953,18379,21551,17531,20550,19185,19556,19009,0,20167
2021-11-02T04:00,20300,17415,18530,23642,17520,17184,18828,19538,20898,21093,20121,19150,17858,18477,20696,18056,17688,22458,18688,20108,20112,18406,19503,19309,20833,21325,19936,19147,19261,19993
2021-11-02T04:05,19486,19696,20688,19437,18252,17610,18966,17462,17813,17696,18635,19864,19957,21046,19720,16640,20294,20835,18528,19173,22234,19410,21026,20223,20124,21915,19847,18335,18449,22133
2021-11-02T04:10,18565,19693,21088,19802,19678,19452,20463,21685,18978,17534,22177,16067,17252,20957,0,19953,16764,19183,16970,20126,20771,20872,19918,17655,19857,19902,19674,18290,20800,20093
2021-11-02T04:15,19695,16358,20718,22026,17344,19712,0,17375,19876,18253,20429,20871,20671,21975,19468,17948,17381,16799,19613,21997,21388,20952,20647,18811,19926,19587,16020,17541,19218,18335
2021-11-02T04:20,20103,18908,19942,19113,19162,18286,21086,19837,19712,17472,17541,19743,19150,21911,23118,20851,18976,20664,18770,18480,22416,19536,19000,20714,19416,16910,19447,18990,18230,20152
2021-11-02T04:25,20965,17442,21020,19642,18654,17805,19642,17398,17102,19282,20308,19644,19851,16906,17792,17766,18518,20331,17000,18998,18999,19834,16676,18249,21725,17647,20227,18209,20256,20213
2021-11-02T04:30,21753,22687,21544,17945,19247,18388,21742,17115,21197,21438,21357,19619,20480,20709,19342,20577,19991,20660,18763,18865,16315,0,20089,20297,19881,19632,20177,18487,19185,20988
2021-11-02T04:35,20024,21233,21121,22289,20066,16854,18940,18396,20500,18844,16226,17560,16988,18336,18848,17342,18591,19215,19050,21160,19004,20040,21367,21111,21147,17888,17172,19201,18682,20438
2021-11-02T04:40,18806,23040,20447,18090,17949,19580,20661,21009,17327,16705,20569,21716,22540,18268,18712,17492,17071,22498,20092,21404,19699,21234,16563,20349,21435,18804,16783,21312,17987,19702
2021-11-02T04:45,16471,18451,18273,20586,19226,17741,18347,19396,20589,19405,16613,19338,20986,21495,18871,20989,18534,17409,21128,20531,23228,20180,18862,18445,19943,17939,19683,19707,20052,19897
2021-11-02T04:50,21615,18332,19051,17953,17391,16860,19212,18554,18242,17847,22363,19278,19841,20402,21265,19463,22619,20939,18267,18562,17138,18313,21159,18208,22415,16712,20324,20562,17254,21220
2021-11-02T04:55,17868,18497,20895,18033,21785,23055,19753,19534,18146,19872,18160,18354,16708,17594,17465,17291,22024,19928,17088,23081,19259,20136,20890,16907,18507,21241,19484,20796,18611,18183
2021-11-02T05:00,18035,17896,21662,20695,16504,19654,17222,21612,17297,22096,17721,18189,17412,20605,20436,17913,20946,20302,17873,19514,20590,17885,19514,17512,19893,19260,21135,18248,18312,18507
2021-11-02T05:05,22844,20820,22888,19625,20177,21343,16550,18127,15817,21306,19428,17961,19482,20418,19742,18003,18312,21565,18545,19693,19285,20977,23384,22516,20594,21401,15767,20926,17463,23232
2021-11-02T05:10,22057,17639,17794,17043,17712,17408,20506,17598,19818,22194,21538,19583,16957,18139,14629,20308,19297,19467,19862,20319,18539,21753,20475,19394,20296,17805,22734,22120,18508,20304
2021-11-02T05:15,19119,18639,21319,20958,20418,21662,20455,17614,21613,17269,20806,19967,18182,20685,17539,20863,19805,17154,20262,18836,17637,18325,21220,21267,19367,18578,18449,16652,22140,21361
2021-11-02T05:20,19552,21639,17948,20187,19553,19778,21032,20818,22129,21794,20503,17315,19227,22395,19610,17515,21231,22222,21698,22346,16419,18447,17143,18913,19535,18170,18608,20299,20197,23414
2021-11-02T05:25,19307,18772,20252,17157,17902,21596,19614,20923,18750,17843,20841,20452,21511,21678,18750,17623,19848,18296,20606,18505,19262,18377,19093,22310,20310,19955,17472,18582,18567,20222
2021-11-02T05:30,17824,17597,19687,21335,19149,19246,16635,18169,18221,16714,18064,17527,19901,18933,21317,19156,19504,21482,15594,19501,19607,19684,19426,19887,16757,17913,20165,17273,22361,16813
2021-11-02T05:35,21533,20225,19928,17153,21956,18113,18486,19666,18536,20900,18402,21817,18097,19189,18208,19311,17578,20596,19405,18127,19480,17570,18066,17088,19817,20156,17978,19161,21511,19952
2021-11-02T05:40,19417,20759,19667,18704,19825,19742,16461,19492,20166,17852,19734,19265,18415,18240,16264,19293,18806,19364,20041,18442,20443,18157,20570,18186,20097,18971,18867,17378,21865,23203
2021-11-02T05:45,17938,19543,19281,19602,20296,20464,22507,21153,16469,16867,19777,20281,19697,21089,17532,19463,22647,17729,22142,16467,19448,20769,20305,20754,15526,20333,17988,19104,17424,20732
2021-11-02T05:50,0,20516,19610,18401,22218,17971,21814,20410,18468,18209,17761,19442,20479,19477,21739,19789,16972,19652,19611,19349,20574,17827,19938,19973,19082,17742,17960,19514,19012,17939
2021-11-02T05:55,21247,18727,19890,18008,20132,23369,21436,17342,18747,19516,19485,19638,20461,16642,18611,18399,21764,17874,18701,18127,20036,19291,18454,19979,21778,15516,19604,19842,20734,14761
2021-11-02T06:00,18787,21099,17247,21330,22228,18908,20111,21690,19187,18967,21129,19938,17815,19386,18348,18158,18359,19671,19947,19590,20494,18262,21065,19877,17922,19029,18289,0,21907,19744
2021-11-02T06:05,20588,19075,21757,20601,19714,18392,19179,20017,20689,19194,20957,18902,21787,18113,20086,17674,19451,20174,22166,17800,19533,20056,18657,19185,0,16923,19675,19852,21548,19349
2021-11-02T06:10,19065,21802,19509,20736,17811,18807,19322,22665,19273,18602,19823,19731,17847,17470,19254,18089,18888,20156,19973,22235,18290,18017,15096,20762,23295,19728,21114,17786,20692,21161
2021-11-02T06:15,19256,18867,21537,17800,19169,22052,19999,15308,19004,16066,19240,18974,18608,18268,21998,20293,21147,17883,18212,21189,18850,17653,19251,19319,18297,17634,20130,22252,18882,21089
2021-11-02T06:20,17752,18693,20307,23149,17216,20174,21560,16707,24208,22869,19091,18719,21535,20460,20034,19256,20030,22682,20920,20539,21645,20275,18451,18769,25097,20152,17200,20064,21806,19475
2021-11-02T06:25,19608,19818,19608,24172,21609,19495,20649,21153,19014,22008,19209,20878,18440,21184,17588,19126,18552,19839,19238,19007,19324,17290,17711,19455,18436,18861,21176,18721,20746,19249
2021-11-02T06:30,19451,20562,18953,19341,19818,20454,19612,17817,19680,17023,22651,21953,18378,19168,20312,21545,19251,18167,21193,20106,19674,20897,19890,16156,21106,18372,16861,21000,20265,18092
2021-11-02T06:35,19353,17907,17135,20458,16772,18063,19782,19266,19321,18831,18286,16086,19708,23219,18993,21396,18111,22484,19116,19095,15333,17313,20381,20732,22498,20444,20779,20024,16524,19108
2021-11-02T06:40,20336,17103,17645,17291,20326,19061,21440,20164,18504,20038,20960,20060,19686,19417,15856,21795,20791,19512,21499,15981,22612,19657,18844,17784,19535,20576,18875,20532,20040,21756
2021-11-02T06:45,21142,19175,19868,20168,17561,18968,19568,19846,20396,18242,19712,20354,20244,18866,18654,17372,17944,20571,18992,18850,17883,18775,19450,20332,20894,19768,18131,20404,21283,18090
2021-11-02T06:50,18400,19217,20693,19614,20994,15288,20168,19925,19801,22524,20952,19012,19476,18854,21687,17492,19414,18646,20695,20330,21195,20778,19833,18324,22263,20843,16306,21303,16968,19931
2021-11-02T06:55,20998,19536,16961,21056,19448,19169,20189,19997,20784,19718,16883,21453,20328,20109,21093,18310,20252,16132,17857,19382,18631,18737,19998,19565,21231,19013,22331,19398,18461,16873
2021-11-02T07:00,17725,17556,20943,19911,17608,20075,16341,20299,19577,17508,19487,21989,17801,18692,21328,17549,20990,21750,18986,19333,20873,19945,22438,19897,21408,19651,17494,19057,20824,17203
2021-11-02T07:05,19696,19911,17227,20691,23090,20093,20097,19092,20643,15657,18968,17808,19230,18867,21981,16913,18824,23467,19126,17351,20568,0,21389,18813,19926,16409,21382,16305,18070,19401
2021-11-02T07:10,22160,20287,19917,20520,17689,16525,20969,18273,19248,22485,18619,19737,19041,18054,19318,20642,22055,19758,18928,20658,21636,20102,19108,17755,16489,19735,20640,20353,19838,18947
2021-11-02T07:15,18707,16225,19503,18576,20268,19554,21220,19721,20004,18545,18042,18428,21221,17226,19356,18452,21186,18931,16752,18603,18323,16001,16724,17539,18926,17530,18567,18680,18638,17851
2021-11-02T07:20,21126,17072,21327,19398,21580,18046,20118,19346,18163,19194,17151,17573,21225,22505,23090,21801,22236,19360,22474,19394,19644,18532,21492,16648,23075,20556,19195,18304,18814,22181
2021-11-02T07:25,17437,21657,22232,17194,18685,19789,23200,19082,18920,18145,17218,16402,19975,15534,20327,21971,19527,18285,20297,20534,21186,18961,21788,20743,16900,17565,17119,19486,17850,17218
2021-11-02T07:30,17422,19843,19819,16356,20159,19479,19391,21857,23316,19282,17775,17083,20343,18842,17607,21117,16185,19144,18176,17810,18104,17377,19197,17078,21053,18155,22529,21935,17390,21593
2021-11-02T07:35,21531,23237,18463,19191,18328,20757,23161,20474,21200,20401,18051,21131,19725,18532,19285,20913,21597,17847,19738,18587,19759,19547,21212,19231,18483,19302,17912,19121,21501,18871
2021-11-02T07:40,21974,19030,17020,19850,19482,21307,19244,18241,16472,21790,16921,19881,18394,22440,18566,20758,19617,21698,17753,22458,18580,18622,16571,18782,19425,18809,22949,18788,17115,20252
2021-11-02T07:45,19380,20214,15397,17696,19895,17675,18042,19890,19413,19686,20641,19459,17596,20359,20002,20205,18725,16971,21803,20680,0,17993,18421,16002,20231,19138,19503,19678,19721,20701
2021-11-02T07:50,20279,20700,19654,19676,18676,18891,20718,18438,17050,18785,21234,19428,17599,17313,16860,18449,19363,17981,21108,18627,21510,20140,19971,18199,19518,20248,20180,19838,23079,18298
2021-11-02T07:55,17643,16682,22146,20416,19092,21300,16573,19150,21494,22759,18565,19296,20193,23718,20330,19402,17971,20837,18781,17719,17747,18354,17836,21472,20298,18771,20190,0,17592,18082
